id,First name,Last name,Date of birth,Country of birth,City of birth,Year of award,Category,Motivation
783,Earl (Bertrand Arthur William),Russell,05/18/1872,United Kingdom,Trelleck,1950.0,literature,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought
784,Walther Hermann,Nernst,06/25/1864,Prussia (now Germany),Briesen,1920.0,chemistry,in recognition of his work in thermochemistry
785,Charles Robert,Richet,08/26/1850,France,Paris,1913.0,medicine,in recognition of his work on anaphylaxis
786,Wilhelm,Ostwald,09/02/1853,Russian Empire (now Latvia),Riga,1909.0,chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction
787,Alfred,Werner,12/12/1866,France,Mulhouse,1913.0,chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry
788,Ivan Petrovich,Pavlov,09/14/1849,Russia,Ryazan,1904.0,medicine,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged"
789,Charles Louis Alphonse,Laveran,06/18/1845,France,Paris,1907.0,medicine,in recognition of his work on the role played by protozoa in causing diseases
790,Alexis,Carrel,06/28/1873,France,Sainte-Foy-les-Lyon,1912.0,medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs
791,Albrecht,Kossel,09/16/1853,Mecklenburg (now Germany),Rostock,1910.0,medicine,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances"
792,Pieter,Zeeman,05/25/1865,the Netherlands,Zonnemaire,1902.0,physics,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
793,Hendrik Antoon,Lorentz,07/18/1853,the Netherlands,Arnhem,1902.0,physics,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena
794,Antoine Henri,Becquerel,12/15/1852,France,Paris,1903.0,physics,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity
795,Hermann Emil,Fischer,10/09/1852,Prussia (now Germany),Euskirchen,1902.0,chemistry,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses
796,Jacobus Henricus,van 't Hoff,08/30/1852,the Netherlands,Rotterdam,1901.0,chemistry,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions
797,Wilhelm Conrad,R_ntgen,03/27/1845,Prussia (now Germany),Lennep (now Remscheid),1901.0,physics,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him
798,Svante August,Arrhenius,02/19/1859,Sweden,Vik,1903.0,chemistry,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation
799,Pierre,Curie,05/15/1859,France,Paris,1903.0,physics,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel
800,Fr_d_ric,Mistral,09/08/1830,France,Maillane,1904.0,literature,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"
801,Joseph John,Thomson,12/18/1856,United Kingdom,"Cheetham Hill, near Manchester",1906.0,physics,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases
802,Henri,Moissan,09/28/1852,France,Paris,1906.0,chemistry,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him"
803,Jos_,Echegaray y Eizaguirre,04/19/1832,Spain,Madrid,1904.0,literature,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
804,Charles Edouard,Guillaume,02/15/1861,Switzerland,Fleurier,1920.0,physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys
805,Max Karl Ernst Ludwig,Planck,04/23/1858,Schleswig (now Germany),Kiel,1918.0,physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta
806,Guglielmo,Marconi,04/25/1874,Italy,Bologna,1909.0,physics,in recognition of their contributions to the development of wireless telegraphy
807,Karl Ferdinand,Braun,06/06/1850,Hesse-Kassel (now Germany),Fulda,1909.0,physics,in recognition of their contributions to the development of wireless telegraphy
808,Carl,Bosch,08/27/1874,Germany,Cologne,1931.0,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods
809,Carl,Bosch,08/27/1874,Germany,Cologne,1931.0,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods
810,Friedrich,Bergius,10/11/1884,Germany (now Poland),"Goldschmieden, near Breslau",1931.0,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods
811,Friedrich,Bergius,10/11/1884,Germany (now Poland),"Goldschmieden, near Breslau",1931.0,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods
812,Fr_d_ric,Joliot,3/19/1900,France,Paris,1935.0,chemistry,in recognition of their synthesis of new radioactive elements
813,Paul,Ehrlich,03/14/1854,Prussia (now Poland),Strehlen (now Strzelin),1908.0,medicine,in recognition of their work on immunity
814,Paul,Ehrlich,03/14/1854,Prussia (now Poland),Strehlen (now Strzelin),1908.0,medicine,in recognition of their work on immunity
815,Ilya Ilyich,Mechnikov,05/15/1845,Russian Empire (now Ukraine),Kharkov (now Kharkiv),1908.0,medicine,in recognition of their work on immunity
816,Santiago,Ram„n y Cajal,05/01/1852,Spain,Petilla de Arag,1906.0,medicine,in recognition of their work on the structure of the nervous system
817,Camillo,Golgi,07/07/1843,Italy,Corteno,1906.0,medicine,in recognition of their work on the structure of the nervous system
818,Carl Friedrich Georg,Spitteler,04/24/1845,Switzerland,Liestal,1919.0,literature,"in special appreciation of his epic, <I>Olympian Spring</I>"
819,Sully,Prudhomme,03/16/1839,France,Paris,1901.0,literature,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
820,Giosu,Carducci,07/27/1835,Tuscany (now Italy),Val di Castello,1906.0,literature,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
821,Gerhart Johann Robert,Hauptmann,11/15/1862,Prussia (now Germany),Bad Salzbrunn,1912.0,literature,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
822,Thomas,Mann,06/06/1875,Germany,Lôbeck,1929.0,literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature"
823,Christian Matthias Theodor,Mommsen,11/30/1817,Schleswig (now Germany),Garding,1902.0,literature,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>"
824,Erik Axel,Karlfeldt,07/20/1864,Sweden,Karlbo,1931.0,literature,The poetry of Erik Axel Karlfeldt
825,Dario,Fo,3/24/1926,Italy,Leggiuno-Sangiano,1997.0,literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden
826,Wole,Soyinka,7/13/1934,Nigeria,Abeokuta,1986.0,literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence
827,Claude,Simon,10/10/1913,Madagascar,Tananarive (now Antananarivo),1985.0,literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition
828,Harold,Pinter,10/10/1930,United Kingdom,London,2005.0,literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms
829,John M.,Coetzee,2/9/1940,South Africa,Cape Town,2003.0,literature,who in innumerable guises portrays the surprising involvement of the outsider
830,Orhan,Pamuk,6/7/1952,Turkey,Istanbul,2006.0,literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
831,Mo,Yan,2/2/1955,China,Gaomi,2012.0,literature,"who with hallucinatory realism merges folk tales, history and the contemporary"
832,Jos,Saramago,11/16/1922,Portugal,Azinhaga,1998.0,literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"
833,Kenzaburo,Oe,1/31/1935,Japan,Uchiko,1994.0,literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"
834,Czeslaw,Milosz,6/30/1911,Russian Empire (now Lithuania),Etenai,1980.0,literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts
835,Naguib,Mahfouz,12/11/1911,Egypt,Cairo,1988.0,literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind"
836,Gônter,Grass,10/16/1927,Free City of Danzig (now Poland),Danzig (now Gdansk),1999.0,literature,whose frolicsome black fables portray the forgotten face of history
