id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL
110,Ticket to Ride: Nordic Countries,2.0,3.0,60.0,2007.0,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Transportation, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries
111,Viticulture,2.0,6.0,90.0,2013.0,"Hand Management, Worker Placement","Economic, Farming","Jamey Stegmaier, Alan Stone",https://boardgamegeek.com/boardgame/128621/viticulture
112,Tichu,4.0,4.0,60.0,1991.0,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",Card Game,Urs Hostettler,https://boardgamegeek.com/boardgame/215/tichu
113,Go,2.0,2.0,180.0,-2200.0,Area Enclosure,Abstract Strategy,(Uncredited),https://boardgamegeek.com/boardgame/188/go
114,Yokohama,2.0,4.0,90.0,2016.0,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",Economic,Hisashi Hayashi,https://boardgamegeek.com/boardgame/196340/yokohama
115,Memoir '44,2.0,8.0,60.0,2004.0,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation","Miniatures, Wargame, World War II",Richard Borg,https://boardgamegeek.com/boardgame/10630/memoir-44
116,Grand Austria Hotel,2.0,4.0,120.0,2015.0,"Dice Rolling, Hand Management, Set Collection",Economic,"Virginio Gigli, Simone Luciani",https://boardgamegeek.com/boardgame/182874/grand-austria-hotel
117,Legendary: A Marvel Deck Building Game,1.0,5.0,45.0,2012.0,"Co-operative Play, Deck / Pool Building","Card Game, Comic Book / Strip",Devin Low,https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game
118,Twilight Imperium: Fourth Edition,3.0,6.0,480.0,2017.0,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Hex-and-Counter, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting","Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dane Beltrami, Corey Konieczka, Christian T. Petersen",https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition
119,Ticket to Ride,2.0,5.0,60.0,2004.0,"Card Drafting, Hand Management, Route/Network Building, Set Collection","Trains, Travel",Alan R. Moon,https://boardgamegeek.com/boardgame/9209/ticket-ride
120,Champions of Midgard,2.0,4.0,90.0,2015.0,"Dice Rolling, Set Collection, Worker Placement","Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",Ole Steiness,https://boardgamegeek.com/boardgame/172287/champions-midgard
121,Imperial Settlers,1.0,4.0,90.0,2014.0,"Card Drafting, Hand Management, Take That, Variable Player Powers","Ancient, Card Game, City Building, Civilization",Ignacy Trzewiczek,https://boardgamegeek.com/boardgame/154203/imperial-settlers
122,Shogun,3.0,5.0,150.0,2006.0,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order","Economic, Medieval, Territory Building",Dirk Henn,https://boardgamegeek.com/boardgame/20551/shogun
123,Galaxy Trucker,2.0,4.0,60.0,2007.0,"Dice Rolling, Partnerships, Tile Placement","Humor, Real-time, Science Fiction, Space Exploration, Transportation",Vlaada Chvátil,https://boardgamegeek.com/boardgame/31481/galaxy-trucker
124,BattleLore (Second Edition),2.0,2.0,90.0,2013.0,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Dice, Fantasy, Miniatures, Wargame","Richard Borg, Robert A. Kouba",https://boardgamegeek.com/boardgame/146439/battlelore-second-edition
125,Mage Wars Arena,2.0,2.0,90.0,2012.0,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers","Card Game, Fantasy, Fighting","Bryan Pope, Benjamin Pope",https://boardgamegeek.com/boardgame/101721/mage-wars-arena
126,Hannibal: Rome vs. Carthage,2.0,2.0,200.0,1996.0,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation","Ancient, Political, Wargame",Mark Simonitch,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage
127,Inis,2.0,4.0,90.0,2016.0,"Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Modular Board, Tile Placement, Variable Phase Order","Ancient, Card Game, Miniatures, Mythology",Christian Martinez,https://boardgamegeek.com/boardgame/155821/inis
128,Cyclades,2.0,5.0,90.0,2009.0,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order","Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical","Bruno Cathala, Ludovic Maublanc",https://boardgamegeek.com/boardgame/54998/cyclades
129,YINSH,2.0,2.0,60.0,2003.0,"Grid Movement, Pattern Building",Abstract Strategy,Kris Burm,https://boardgamegeek.com/boardgame/7854/yinsh
130,Lewis & Clark,1.0,5.0,120.0,2013.0,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement","American West, Racing",Cédrick Chaboussit,https://boardgamegeek.com/boardgame/140620/lewis-clark
131,Age of Empires III: The Age of Discovery,2.0,5.0,120.0,2007.0,"Area Control / Area Influence, Set Collection, Worker Placement","Civilization, Exploration, Renaissance, Video Game Theme",Glenn Drover,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery
132,Dungeon Petz,2.0,4.0,90.0,2011.0,"Auction/Bidding, Hand Management, Worker Placement","Animals, Fantasy, Humor",Vlaada Chvátil,https://boardgamegeek.com/boardgame/97207/dungeon-petz
133,Ra,2.0,5.0,60.0,1999.0,"Auction/Bidding, Press Your Luck, Set Collection","Ancient, Mythology",Reiner Knizia,https://boardgamegeek.com/boardgame/12/ra
134,Summoner Wars: Master Set,2.0,4.0,30.0,2011.0,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers","Card Game, Fantasy, Fighting",Colby Dauch,https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set
135,Imperial,2.0,6.0,180.0,2006.0,"Area Control / Area Influence, Area Movement, Stock Holding","Economic, Nautical, Political",Mac Gerdts,https://boardgamegeek.com/boardgame/24181/imperial
136,Runewars,2.0,4.0,240.0,2010.0,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers","Adventure, Fantasy, Fighting, Wargame",Corey Konieczka,https://boardgamegeek.com/boardgame/59294/runewars
137,Carcassonne,2.0,5.0,45.0,2000.0,"Area Control / Area Influence, Tile Placement","City Building, Medieval, Territory Building",Klaus-Jürgen Wrede,https://boardgamegeek.com/boardgame/822/carcassonne
138,Space Alert,1.0,5.0,30.0,2008.0,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection","Electronic, Real-time, Science Fiction, Space Exploration",Vlaada Chvátil,https://boardgamegeek.com/boardgame/38453/space-alert
139,Dead of Winter: The Long Night,2.0,5.0,120.0,2016.0,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Variable Player Powers, Voting","Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies","Jonathan Gilmour, Isaac Vega",https://boardgamegeek.com/boardgame/193037/dead-winter-long-night
140,Sekigahara: The Unification of Japan,2.0,2.0,180.0,2011.0,"Hand Management, Point to Point Movement, Secret Unit Deployment","Civil War, Renaissance, Wargame",Matt Calkins,https://boardgamegeek.com/boardgame/25021/sekigahara-unification-japan
141,Mysterium,2.0,7.0,42.0,2015.0,"Co-operative Play, Hand Management, Pattern Recognition","Deduction, Murder/Mystery, Party Game","Oleksandr Nevskiy, Oleg Sidorenko",https://boardgamegeek.com/boardgame/181304/mysterium
142,Glory to Rome,2.0,5.0,60.0,2005.0,"Card Drafting, Hand Management, Set Collection, Variable Phase Order","Ancient, Card Game, City Building, Economic","Ed Carter, Carl Chudyk",https://boardgamegeek.com/boardgame/19857/glory-rome
143,Bora Bora,2.0,4.0,120.0,2013.0,"Dice Rolling, Set Collection, Worker Placement",Dice,Stefan Feld,https://boardgamegeek.com/boardgame/127060/bora-bora
144,Targi,2.0,2.0,60.0,2012.0,"Modular Board, Set Collection, Worker Placement","Arabian, Card Game",Andreas Steiger,https://boardgamegeek.com/boardgame/118048/targi
145,Above and Below,2.0,4.0,90.0,2015.0,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading","Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",Ryan Laukat,https://boardgamegeek.com/boardgame/172818/above-and-below
146,Sushi Go Party!,2.0,8.0,20.0,2016.0,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection","Card Game, Party Game",Phil Walker-Harding,https://boardgamegeek.com/boardgame/192291/sushi-go-party
147,Alien Frontiers,2.0,4.0,90.0,2010.0,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement","Dice, Science Fiction",Tory Niemann,https://boardgamegeek.com/boardgame/48726/alien-frontiers
148,Isle of Skye: From Chieftain to King,2.0,5.0,50.0,2015.0,"Auction/Bidding, Set Collection, Tile Placement","Economic, Territory Building","Andreas Pelikan, Alexander Pfister",https://boardgamegeek.com/boardgame/176494/isle-skye-chieftain-king
149,1960: The Making of the President,2.0,2.0,90.0,2007.0,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",Political,"Christian Leonhard, Jason Matthews",https://boardgamegeek.com/boardgame/27708/1960-making-president
150,Seasons,2.0,4.0,60.0,2012.0,"Card Drafting, Dice Rolling, Hand Management, Take That","Card Game, Dice, Fantasy",Régis Bonnessée,https://boardgamegeek.com/boardgame/108745/seasons
151,Power Grid Deluxe: Europe/North America,2.0,6.0,120.0,2014.0,"Auction/Bidding, Route/Network Building","Economic, Industry / Manufacturing",Friedemann Friese,https://boardgamegeek.com/boardgame/155873/power-grid-deluxe-europenorth-america
152,Magic: The Gathering,2.0,2.0,20.0,1993.0,"Hand Management, Player Elimination, Take That","Card Game, Collectible Components, Fantasy, Fighting",Richard Garfield,https://boardgamegeek.com/boardgame/463/magic-gathering
153,Xia: Legends of a Drift System,3.0,5.0,180.0,2014.0,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers","Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation",Cody Miller,https://boardgamegeek.com/boardgame/82222/xia-legends-drift-system
154,Fury of Dracula (third edition),2.0,5.0,180.0,2015.0,"Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers","Adventure, Deduction, Fighting, Horror, Novel-based","Frank Brooks, Stephen Hand, Kevin Wilson",https://boardgamegeek.com/boardgame/181279/fury-dracula-third-edition
155,Dixit Odyssey,3.0,12.0,30.0,2011.0,"Partnerships, Simultaneous Action Selection, Storytelling, Voting","Card Game, Humor, Party Game",Jean-Louis Roubira,https://boardgamegeek.com/boardgame/92828/dixit-odyssey
156,Navegador,2.0,5.0,90.0,2010.0,Area Movement,"Economic, Exploration, Nautical, Renaissance",Mac Gerdts,https://boardgamegeek.com/boardgame/66589/navegador
157,Here I Stand,2.0,6.0,360.0,2006.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers","Negotiation, Political, Religious, Renaissance, Wargame",Ed Beach,https://boardgamegeek.com/boardgame/17392/here-i-stand
158,1830: Railways & Robber Barons,2.0,7.0,360.0,1986.0,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Trains, Transportation",Francis Tresham,https://boardgamegeek.com/boardgame/421/1830-railways-robber-barons
159,Imperial 2030,2.0,6.0,120.0,2009.0,"Area Control / Area Influence, Area Movement, Stock Holding","Economic, Fighting, Nautical, Political",Mac Gerdts,https://boardgamegeek.com/boardgame/54138/imperial-2030
160,The Resistance,5.0,10.0,30.0,2009.0,"Partnerships, Simultaneous Action Selection, Voting","Bluffing, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",Don Eskridge,https://boardgamegeek.com/boardgame/41114/resistance
161,Sid Meier's Civilization: The Board Game,2.0,4.0,240.0,2010.0,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors, Trading, Variable Player Powers","City Building, Civilization, Exploration, Negotiation, Video Game Theme",Kevin Wilson,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game
162,Samurai,2.0,4.0,60.0,1998.0,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement","Abstract Strategy, Medieval",Reiner Knizia,https://boardgamegeek.com/boardgame/3/samurai
163,Agricola: All Creatures Big and Small,2.0,2.0,30.0,2012.0,"Area Enclosure, Tile Placement, Worker Placement","Animals, Farming",Uwe Rosenberg,https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small
164,Battle Line,2.0,2.0,30.0,2000.0,"Hand Management, Set Collection","Ancient, Card Game, Deduction",Reiner Knizia,https://boardgamegeek.com/boardgame/760/battle-line
165,Deception: Murder in Hong Kong,4.0,12.0,20.0,2014.0,Partnerships,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents",Tobey Ho,https://boardgamegeek.com/boardgame/156129/deception-murder-hong-kong
166,Star Wars: Armada,2.0,2.0,120.0,2015.0,"Action / Movement Programming, Dice Rolling, Variable Player Powers","Collectible Components, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","James Kniffen, Christian T. Petersen",https://boardgamegeek.com/boardgame/163745/star-wars-armada
167,Dungeon Lords,2.0,4.0,90.0,2009.0,"Action / Movement Programming, Hand Management, Simultaneous Action Selection, Tile Placement, Worker Placement","Economic, Fantasy, Fighting, Humor",Vlaada Chvátil,https://boardgamegeek.com/boardgame/45315/dungeon-lords
168,Die Macher,3.0,5.0,240.0,1986.0,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection","Economic, Negotiation, Political",Karl-Heinz Schmiel,https://boardgamegeek.com/boardgame/1/die-macher
169,Small World,2.0,5.0,80.0,2009.0,"Area Control / Area Influence, Area Movement, Dice Rolling, Variable Player Powers","Fantasy, Fighting, Territory Building",Philippe Keyaerts,https://boardgamegeek.com/boardgame/40692/small-world
170,Letters from Whitechapel,2.0,6.0,120.0,2011.0,"Memory, Partnerships, Point to Point Movement, Secret Unit Deployment","Bluffing, Deduction, Murder/Mystery, Post-Napoleonic","Gabriele Mari, Gianluca Santopietro",https://boardgamegeek.com/boardgame/59959/letters-whitechapel
171,Near and Far,2.0,4.0,120.0,2017.0,"Card Drafting, Dice Rolling, Route/Network Building, Set Collection, Storytelling, Variable Player Powers, Worker Placement","Adventure, Exploration",Ryan Laukat,https://boardgamegeek.com/boardgame/195421/near-and-far
172,Trickerion: Legends of Illusion,2.0,4.0,180.0,2015.0,"Action / Movement Programming, Action Point Allowance System, Simultaneous Action Selection, Tile Placement, Worker Placement",none,"Richard Amann, Viktor Peter",https://boardgamegeek.com/boardgame/163068/trickerion-legends-illusion
173,Claustrophobia,2.0,2.0,45.0,2009.0,"Dice Rolling, Modular Board, Variable Player Powers","Horror, Adventure, Fantasy, Fighting, Miniatures",Croc,https://boardgamegeek.com/boardgame/36932/claustrophobia
174,Mission: Red Planet (Second Edition),2.0,6.0,90.0,2015.0,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",Science Fiction,"Bruno Cathala, Bruno Faidutti",https://boardgamegeek.com/boardgame/176920/mission-red-planet-second-edition
175,Codenames Duet,2.0,4.0,30.0,2017.0,Co-operative Play,"Deduction, Word Game","Vlaada Chvátil, Scot Eaton",https://boardgamegeek.com/boardgame/224037/codenames-duet
176,Star Realms: Colony Wars,2.0,2.0,20.0,2015.0,Deck / Pool Building,"Card Game, Science Fiction","Robert Dougherty, Darwin Kastle",https://boardgamegeek.com/boardgame/182631/star-realms-colony-wars
177,Blood Bowl: Living Rulebook,2.0,2.0,120.0,2004.0,"Dice Rolling, Grid Movement, Variable Player Powers","Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports",Jervis Johnson,https://boardgamegeek.com/boardgame/15985/blood-bowl-living-rulebook
178,Dixit,3.0,6.0,30.0,2008.0,"Simultaneous Action Selection, Storytelling, Voting","Card Game, Humor, Party Game",Jean-Louis Roubira,https://boardgamegeek.com/boardgame/39856/dixit
