id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,Picture
135,Dicks,Norman,107.0,2001.0,WA,House of Representative,6.0,Democrat,1976.0,Male,9.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/d000327_200.jpg
136,Dingell,John,107.0,2001.0,MI,House of Representative,16.0,Democrat,1955.0,Male,16.0,Caucasian,21.0,3.0,2.0,1.0,1.0,https://www.congress.gov/img/member/d000355_200.jpg
137,Dodd,Christopher,107.0,2001.0,CT,Senate,0.0,Democrat,1980.0,Male,6.0,Caucasian,50.0,16.0,10.0,7.0,1.0,https://www.congress.gov/img/member/111dodd_d_ct_200.jpg
138,Doggett,Lloyd,107.0,2001.0,TX,House of Representative,10.0,Democrat,1994.0,Male,30.0,Caucasian,10.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_tx_35_doggett_lloyd_200.jpg
139,Domenici,Pete,107.0,2001.0,NM,Senate,0.0,Republican,1972.0,Male,3.0,Caucasian,38.0,2.0,2.0,0.0,0.0,https://www.congress.gov/img/member/d000407_200.jpg
140,Dooley,Calvin,107.0,2001.0,CA,House of Representative,20.0,Democrat,1990.0,Male,52.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/d000424_200.jpg
141,Doolittle,John,107.0,2001.0,CA,House of Representative,4.0,Republican,1990.0,Male,52.0,Caucasian,9.0,3.0,3.0,2.0,0.0,https://www.congress.gov/img/member/h_doolittle_john_2007321149_200.jpg
142,Dorgan,Byron,107.0,2001.0,ND,Senate,0.0,Democrat,1992.0,Male,1.0,Caucasian,36.0,9.0,5.0,1.0,0.0,https://www.congress.gov/img/member/111dorgan_d_nd_200.jpg
143,Doyle,Michael,107.0,2001.0,PA,House of Representative,18.0,Democrat,1994.0,Male,21.0,Caucasian,7.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_pa_14_doyle_michael_200.jpg
144,Dreier,David,107.0,2001.0,CA,House of Representative,28.0,Republican,1980.0,Male,52.0,Caucasian,9.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/112_dreier_ca26_200.jpg
145,Duncan,John,107.0,2001.0,TN,House of Representative,2.0,Republican,1988.0,Male,9.0,Caucasian,17.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_tn_2_duncan_john_200.jpg
146,Dunn,Jennifer,107.0,2001.0,WA,House of Representative,8.0,Republican,1992.0,Female,9.0,Caucasian,22.0,1.0,2.0,2.0,0.0,https://www.congress.gov/img/member/d000549_200.jpg
147,Durbin,Richard,107.0,2001.0,IL,Senate,0.0,Democrat,1996.0,Male,20.0,Caucasian,56.0,8.0,6.0,4.0,2.0,https://www.congress.gov/img/member/115_sr_il_durbin_richard_200.jpg
148,Edwards,Chet,107.0,2001.0,TX,House of Representative,11.0,Democrat,1990.0,Male,30.0,Caucasian,3.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/111edwardsc-tx17_200.jpg
149,Edwards,John,107.0,2001.0,NC,Senate,0.0,Democrat,1998.0,Male,12.0,Caucasian,23.0,2.0,1.0,0.0,0.0,https://www.congress.gov/img/member/e000286_200.jpg
150,Ehlers,Vernon,107.0,2001.0,MI,House of Representative,3.0,Republican,1993.0,Male,16.0,Caucasian,12.0,5.0,5.0,4.0,2.0,https://www.congress.gov/img/member/e000092_200.jpg
151,Ehrlich,Robert,107.0,2001.0,MD,House of Representative,2.0,Republican,1994.0,Male,8.0,Caucasian,2.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/e000093_200.jpg
152,Emerson,Jo,107.0,2001.0,MO,House of Representative,8.0,Republican,1996.0,Female,9.0,Caucasian,15.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/e000172_200.jpg
153,Engel,Eliot,107.0,2001.0,NY,House of Representative,17.0,Democrat,1988.0,Male,31.0,Caucasian,20.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/115_rp_ny_16_engel_eliot_200.jpg
154,English,Phil,107.0,2001.0,PA,House of Representative,21.0,Republican,1994.0,Male,21.0,Caucasian,46.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/h_english_phil_200731393556_200.jpg
155,Ensign,John,107.0,2001.0,NV,Senate,0.0,Republican,2000.0,Male,2.0,Caucasian,15.0,3.0,3.0,1.0,0.0,https://www.congress.gov/img/member/111_sr_nv_ensign_john_200.jpg
156,Enzi,Michael,107.0,2001.0,WY,Senate,0.0,Republican,1996.0,Male,1.0,Caucasian,19.0,2.0,2.0,1.0,0.0,https://www.congress.gov/img/member/e000285_200.jpg
157,Eshoo,Anna,107.0,2001.0,CA,House of Representative,14.0,Republican,1992.0,Female,52.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_ca_18_eshoo_anna_200.jpg
158,Etheridge,Bob,107.0,2001.0,NC,House of Representative,2.0,Republican,1996.0,Male,12.0,Caucasian,7.0,2.0,3.0,3.0,2.0,https://www.congress.gov/img/member/e000226_200.jpg
159,Evans,Lane,107.0,2001.0,IL,House of Representative,17.0,Republican,1982.0,Male,20.0,Caucasian,20.0,7.0,1.0,1.0,0.0,https://www.congress.gov/img/member/e000250_200.jpg
160,Everett,Terry,107.0,2001.0,AL,House of Representative,2.0,Republican,1992.0,Male,7.0,Caucasian,1.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/al02.png
161,Faleomavaega,Eni,107.0,2001.0,AS,House of Representative,1.0,Democrat,1988.0,Male,1.0,Asian-American,13.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/113_dg_as_faleomavaega_eni_200.jpg
162,Farr,Sam,107.0,2001.0,CA,House of Representative,17.0,Republican,1993.0,Male,52.0,Caucasian,6.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/114_rp_ca_20_farr_sam_200.jpg
163,Fattah,Chaka,107.0,2001.0,PA,House of Representative,2.0,Republican,1994.0,Male,21.0,African-American,4.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_pa_2_fattah_chaka_200.jpg
164,Feingold,Russell,107.0,2001.0,WI,Senate,0.0,Democrat,1992.0,Male,9.0,Caucasian,52.0,6.0,3.0,1.0,0.0,https://www.congress.gov/img/member/f000061_200.jpg
165,Feinstein,Dianne,107.0,2001.0,CA,Senate,0.0,Democrat,1992.0,Female,52.0,Caucasian,94.0,24.0,17.0,5.0,1.0,https://www.congress.gov/img/member/f000062_200.jpg
166,Ferguson,Mike,107.0,2001.0,NJ,House of Representative,7.0,Republican,2000.0,Male,13.0,Caucasian,9.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/f000443_200.jpg
167,Filner,Bob,107.0,2001.0,CA,House of Representative,50.0,Republican,1992.0,Male,52.0,Caucasian,22.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/f000116_200.jpg
168,Fitzgerald,Peter,107.0,2001.0,IL,Senate,0.0,Republican,1998.0,Male,20.0,Caucasian,11.0,3.0,4.0,3.0,0.0,https://www.congress.gov/img/member/f000442_200.jpg
169,Flake,Jeff,107.0,2001.0,AZ,House of Representative,1.0,Republican,2000.0,Male,6.0,Caucasian,9.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_sr_az_flake_jeff_200.jpg
170,Fletcher,Ernie,107.0,2001.0,KY,House of Representative,6.0,Republican,1998.0,Male,6.0,Caucasian,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/f000441_200.jpg
171,Foley,Mark,107.0,2001.0,FL,House of Representative,16.0,Republican,1994.0,Male,23.0,Caucasian,30.0,2.0,1.0,1.0,1.0,https://www.congress.gov/img/member/f000238_200.jpg
172,Forbes,J.,107.0,2001.0,VA,House of Representative,4.0,Democrat,2001.0,Male,11.0,Caucasian,4.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/f000445_200.jpg
173,Ford,Harold,107.0,2001.0,TN,House of Representative,9.0,Democrat,1996.0,Male,9.0,African-American,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/f000262_200.jpg
174,Fossella,Vito,107.0,2001.0,NY,House of Representative,13.0,Republican,1997.0,Male,31.0,Caucasian,9.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/f000440_200.jpg
175,Frank,Barney,107.0,2001.0,MA,House of Representative,4.0,Democrat,1980.0,Male,10.0,Caucasian,27.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/112_frank_ma04_200.jpg
176,Frelinghuysen,Rodney,107.0,2001.0,NJ,House of Representative,11.0,Republican,1994.0,Male,13.0,Caucasian,18.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/f000372_200.jpg
177,Frist,William,107.0,2001.0,TN,Senate,0.0,Republican,1994.0,Male,9.0,Caucasian,36.0,6.0,6.0,4.0,1.0,https://www.congress.gov/img/member/f000439_200.jpg
178,Frost,Martin,107.0,2001.0,TX,House of Representative,24.0,Democrat,1978.0,Male,30.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/f000392_200.jpg
179,Gallegly,Elton,107.0,2001.0,CA,House of Representative,23.0,Republican,1986.0,Male,52.0,Caucasian,15.0,3.0,3.0,3.0,2.0,https://www.congress.gov/img/member/112_rp_ca_24_gallegly_elton_200.jpg
180,Ganske,Greg,107.0,2001.0,IA,House of Representative,4.0,Republican,1994.0,Male,5.0,Latino/a,10.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/g000041_200.jpg
181,Gekas,George,107.0,2001.0,PA,House of Representative,17.0,Republican,1982.0,Male,21.0,Caucasian,24.0,8.0,8.0,8.0,5.0,https://www.congress.gov/img/member/g000121_200.jpg
182,Gephardt,Richard,107.0,2001.0,MO,House of Representative,3.0,Democrat,1976.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/g000132_200.jpg
183,Gibbons,Jim,107.0,2001.0,NV,House of Representative,2.0,Republican,1996.0,Male,2.0,Caucasian,24.0,6.0,7.0,6.0,5.0,https://www.congress.gov/img/member/g000152_200.jpg
184,Gilchrest,Wayne,107.0,2001.0,MD,House of Representative,1.0,Republican,1990.0,Male,8.0,Caucasian,19.0,12.0,9.0,7.0,3.0,https://www.congress.gov/img/member/md01.png
185,Gillmor,Paul,107.0,2001.0,OH,House of Representative,5.0,Republican,1988.0,Male,19.0,Caucasian,11.0,1.0,3.0,3.0,1.0,https://www.congress.gov/img/member/g000210_200.jpg
186,Gilman,Benjamin,107.0,2001.0,NY,House of Representative,20.0,Republican,1972.0,Male,31.0,Caucasian,27.0,3.0,3.0,2.0,2.0,https://www.congress.gov/img/member/g000212_200.jpg
187,Gonzalez,Charles,107.0,2001.0,TX,House of Representative,20.0,Democrat,1998.0,Male,30.0,Latino/a,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/g000544_200.jpg
188,Goode,Virgil,107.0,2001.0,VA,House of Representative,5.0,Republican,1996.0,Male,11.0,Caucasian,7.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/g000280_200.jpg
189,Goodlatte,Bob,107.0,2001.0,VA,House of Representative,6.0,Republican,1992.0,Male,11.0,Caucasian,11.0,4.0,3.0,2.0,1.0,https://www.congress.gov/img/member/g000289_200.jpg
190,Gordon,Bart,107.0,2001.0,TN,House of Representative,6.0,Democrat,1984.0,Male,9.0,Caucasian,2.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/g000309_200.jpg
191,Goss,Porter,107.0,2001.0,FL,House of Representative,14.0,Republican,1988.0,Male,23.0,Caucasian,5.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/g000336_200.jpg
192,Graham,Lindsey,107.0,2001.0,SC,House of Representative,3.0,Republican,1994.0,Male,6.0,Caucasian,18.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/g000359_200.jpg
193,Graham,Bob,107.0,2001.0,FL,Senate,0.0,Democrat,1986.0,Male,23.0,Caucasian,40.0,10.0,7.0,2.0,0.0,https://www.congress.gov/img/member/g000352_200.jpg
194,Gramm,Phil,107.0,2001.0,TX,Senate,0.0,Republican,1984.0,Male,30.0,Caucasian,21.0,2.0,1.0,1.0,0.0,https://www.congress.gov/img/member/g000365_200.jpg
195,Granger,Kay,107.0,2001.0,TX,House of Representative,12.0,Republican,1996.0,Female,30.0,Caucasian,10.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/114_rp_tx_12_granger_kay_200.jpg
196,Grassley,Chuck,107.0,2001.0,IA,Senate,0.0,Republican,1980.0,Male,5.0,Caucasian,58.0,10.0,7.0,1.0,0.0,https://www.congress.gov/img/member/g000386_200.jpg
197,Graves,Sam,107.0,2001.0,MO,House of Representative,6.0,Republican,2000.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/g000546_200.jpg
198,Green,Gene,107.0,2001.0,TX,House of Representative,29.0,Democrat,1992.0,Male,30.0,Caucasian,20.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/115_rp_tx_29_green_gene_200.jpg
199,Green,Mark,107.0,2001.0,WI,House of Representative,8.0,Republican,1998.0,Male,9.0,Caucasian,18.0,2.0,2.0,2.0,0.0,https://www.congress.gov/img/member/g000545_200.jpg
200,Greenwood,James,107.0,2001.0,PA,House of Representative,8.0,Republican,1992.0,Male,21.0,Caucasian,26.0,4.0,5.0,5.0,1.0,https://www.congress.gov/img/member/g000439_200.jpg
201,Gregg,Judd,107.0,2001.0,NH,Senate,0.0,Republican,1992.0,Male,2.0,Caucasian,11.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/111_sr_nh_gregg_judd_200.jpg
202,Grucci,Felix,107.0,2001.0,NY,House of Representative,1.0,Republican,2000.0,Male,31.0,Caucasian,7.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/g000547_200.jpg
203,Gutierrez,Luis,107.0,2001.0,IL,House of Representative,4.0,Democrat,1992.0,Male,20.0,Latino/a,20.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_il_4_gutirrez_luis_200.jpg
204,Gutknecht,Gil,107.0,2001.0,MN,House of Representative,1.0,Republican,1994.0,Male,8.0,Caucasian,2.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/g000536_200.jpg
205,Hagel,Chuck,107.0,2001.0,NE,Senate,0.0,Republican,1996.0,Male,3.0,Caucasian,16.0,5.0,3.0,1.0,1.0,https://www.congress.gov/img/member/h001028_200.jpg
206,Hall,Tony,107.0,2001.0,OH,House of Representative,3.0,Democrat,1978.0,Male,19.0,Caucasian,6.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h000074_200.jpg
207,Hall,Ralph,107.0,2001.0,TX,House of Representative,4.0,Democrat,1980.0,Male,30.0,Caucasian,5.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/h000067_200.jpg
208,Hansen,James,107.0,2001.0,UT,House of Representative,1.0,Republican,1980.0,Male,3.0,Caucasian,27.0,18.0,19.0,14.0,5.0,https://www.congress.gov/img/member/h000172_200.jpg
209,Harkin,Tom,107.0,2001.0,IA,Senate,0.0,Democrat,1984.0,Male,5.0,Caucasian,51.0,10.0,7.0,1.0,0.0,https://www.congress.gov/img/member/111harkin_d_ia_200.jpg
210,Harman,Jane,107.0,2001.0,CA,House of Representative,36.0,Democrat,2000.0,Female,52.0,Caucasian,13.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h000213_200.jpg
211,Hart,Melissa,107.0,2001.0,PA,House of Representative,4.0,Republican,2000.0,Female,21.0,Caucasian,14.0,1.0,2.0,2.0,2.0,https://www.congress.gov/img/member/h001033_200.jpg
212,Hastert,J.,107.0,2001.0,IL,House of Representative,14.0,Republican,1986.0,Male,20.0,Caucasian,4.0,1.0,2.0,2.0,2.0,https://www.congress.gov/img/member/h000323_200.jpg
213,Hastings,Alcee,107.0,2001.0,FL,House of Representative,23.0,Democrat,1992.0,Male,23.0,African-American,21.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_fl_20_hastings_alcee_200.jpg
214,Hastings,Doc,107.0,2001.0,WA,House of Representative,4.0,Republican,1994.0,Male,9.0,Caucasian,8.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/h000329_200.jpg
215,Hatch,Orrin,107.0,2001.0,UT,Senate,0.0,Republican,1976.0,Male,3.0,Caucasian,50.0,9.0,8.0,4.0,0.0,https://www.congress.gov/img/member/h000338_200.jpg
216,Hayes,Robin,107.0,2001.0,NC,House of Representative,8.0,Republican,1998.0,Male,12.0,Caucasian,5.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/h001029_200.jpg
217,Hayworth,J.,107.0,2001.0,AZ,House of Representative,6.0,Republican,1994.0,Male,6.0,Caucasian,36.0,5.0,5.0,5.0,1.0,https://www.congress.gov/img/member/h000413_200.jpg
218,Hefley,Joel,107.0,2001.0,CO,House of Representative,5.0,Republican,1986.0,Male,6.0,Caucasian,27.0,8.0,5.0,3.0,2.0,https://www.congress.gov/img/member/h000444_200.jpg
219,Helms,Jesse,107.0,2001.0,NC,Senate,0.0,Republican,1972.0,Male,12.0,Caucasian,66.0,2.0,2.0,2.0,2.0,https://www.congress.gov/img/member/h000463_200.jpg
220,Herger,Wally,107.0,2001.0,CA,House of Representative,2.0,Republican,1986.0,Male,52.0,Caucasian,23.0,2.0,3.0,2.0,1.0,https://www.congress.gov/img/member/h000528_200.jpg
221,Hill,Baron,107.0,2001.0,IN,House of Representative,9.0,Democrat,1998.0,Male,10.0,Caucasian,9.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/h001030_200.jpg
222,Hilleary,Van,107.0,2001.0,TN,House of Representative,4.0,Republican,1994.0,Male,9.0,Caucasian,2.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h000615_200.jpg
223,Hilliard,Earl,107.0,2001.0,AL,House of Representative,7.0,Democrat,1992.0,Male,7.0,African-American,8.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h000621_200.jpg
224,Hinchey,Maurice,107.0,2001.0,NY,House of Representative,26.0,Democrat,1992.0,Male,31.0,Caucasian,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_hinchey_ny22_200.jpg
225,Hinojosa,Ruben,107.0,2001.0,TX,House of Representative,15.0,Democrat,1996.0,Male,30.0,Latino/a,2.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/h000636_200.jpg
226,Hobson,David,107.0,2001.0,OH,House of Representative,7.0,Republican,1990.0,Male,19.0,Caucasian,8.0,3.0,5.0,5.0,4.0,https://www.congress.gov/img/member/oh07.png
227,Hoeffel,Joseph,107.0,2001.0,PA,House of Representative,13.0,Democrat,1998.0,Male,21.0,Caucasian,5.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h001031_200.jpg
228,Hoekstra,Peter,107.0,2001.0,MI,House of Representative,2.0,Republican,1992.0,Male,16.0,Caucasian,13.0,4.0,5.0,2.0,0.0,https://www.congress.gov/img/member/111hoekstrap-mi02_200.jpg
229,Holden,Tim,107.0,2001.0,PA,House of Representative,6.0,Democrat,1992.0,Male,21.0,Caucasian,12.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/112_rp_pa_17_holden_tim_200.jpg
230,Hollings,Ernest,107.0,2001.0,SC,Senate,0.0,Democrat,1966.0,Male,6.0,Caucasian,41.0,14.0,14.0,4.0,3.0,https://www.congress.gov/img/member/h000725_200.jpg
231,Holt,Rush,107.0,2001.0,NJ,House of Representative,12.0,Democrat,1998.0,Male,13.0,Caucasian,24.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/h001032_200.jpg
232,Honda,Michael,107.0,2001.0,CA,House of Representative,15.0,Democrat,2000.0,Male,52.0,Asian-American,3.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/114_rp_ca_17_honda_michael_200.jpg
233,Hooley,Darlene,107.0,2001.0,OR,House of Representative,5.0,Democrat,1996.0,Female,5.0,Caucasian,17.0,1.0,1.0,0.0,0.0,https://www.congress.gov/img/member/h000762_200.jpg
234,Horn,Stephen,107.0,2001.0,CA,House of Representative,38.0,Republican,1992.0,Male,52.0,Caucasian,15.0,3.0,3.0,1.0,1.0,https://www.congress.gov/img/member/h000789_200.jpg
235,Hostettler,John,107.0,2001.0,IN,House of Representative,8.0,Republican,1994.0,Male,10.0,Caucasian,9.0,0.0,1.0,1.0,0.0,https://www.congress.gov/img/member/h000807_200.jpg
236,Houghton,Amo,107.0,2001.0,NY,House of Representative,31.0,Republican,1986.0,Male,31.0,Caucasian,30.0,2.0,4.0,3.0,0.0,https://www.congress.gov/img/member/h000814_200.jpg
237,Hoyer,Steny,107.0,2001.0,MD,House of Representative,5.0,Democrat,1981.0,Male,8.0,Caucasian,9.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_md_5_hoyer_steny_200.jpg
238,Hulshof,Kenny,107.0,2001.0,MO,House of Representative,9.0,Republican,1996.0,Male,9.0,Caucasian,19.0,0.0,1.0,0.0,0.0,https://www.congress.gov/img/member/h000948_200.jpg
239,Hunter,Duncan Lee,107.0,2001.0,CA,House of Representative,52.0,Republican,1980.0,Male,52.0,Caucasian,19.0,3.0,1.0,1.0,0.0,https://www.congress.gov/img/member/ca52.png
240,Hutchinson,Asa,107.0,2001.0,AR,House of Representative,3.0,Republican,1996.0,Male,4.0,Caucasian,10.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h001014_200.jpg
241,Hutchinson,Tim,107.0,2001.0,AR,Senate,0.0,Republican,1996.0,Male,4.0,Caucasian,44.0,3.0,1.0,0.0,1.0,https://www.congress.gov/img/member/h001015_200.jpg
242,Hutchison,Kay,107.0,2001.0,TX,Senate,0.0,Republican,1993.0,Female,30.0,Caucasian,38.0,7.0,4.0,3.0,2.0,https://www.congress.gov/img/member/h001016_200.jpg
243,Hyde,Henry,107.0,2001.0,IL,House of Representative,6.0,Republican,1974.0,Male,20.0,Caucasian,15.0,8.0,8.0,8.0,2.0,https://www.congress.gov/img/member/h001022_200.jpg
244,Inhofe,James,107.0,2001.0,OK,Senate,0.0,Republican,1994.0,Male,6.0,Caucasian,18.0,1.0,2.0,1.0,0.0,https://www.congress.gov/img/member/115_sr_ok_inhofe_james_200.jpg
245,Inouye,Daniel,107.0,2001.0,HI,Senate,0.0,Democrat,1962.0,Male,2.0,Asian-American,44.0,6.0,4.0,3.0,0.0,https://www.congress.gov/img/member/i000025_200.jpg
246,Inslee,Jay,107.0,2001.0,WA,House of Representative,1.0,Democrat,1998.0,Male,9.0,Caucasian,11.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/111insleej-wa01_200.jpg
247,Isakson,Johnny,107.0,2001.0,GA,House of Representative,6.0,Republican,1999.0,Male,11.0,Caucasian,9.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/i000055_200.jpg
248,Israel,Steve,107.0,2001.0,NY,House of Representative,2.0,Democrat,2000.0,Male,31.0,Caucasian,17.0,0.0,1.0,1.0,1.0,https://www.congress.gov/img/member/i000057_200.jpg
249,Issa,Darrell,107.0,2001.0,CA,House of Representative,48.0,Republican,2000.0,Male,52.0,Caucasian,11.0,2.0,2.0,1.0,1.0,https://www.congress.gov/img/member/i000056_200.jpg
250,Istook,Ernest,107.0,2001.0,OK,House of Representative,5.0,Republican,1992.0,Male,6.0,Caucasian,6.0,3.0,2.0,2.0,1.0,https://www.congress.gov/img/member/i000047_200.jpg
251,Jackson,Jesse,107.0,2001.0,IL,House of Representative,2.0,Democrat,1995.0,Male,20.0,African-American,4.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/j000283_200.jpg
252,Jackson-Lee,Sheila,107.0,2001.0,TX,House of Representative,18.0,Democrat,1994.0,Female,30.0,African-American,33.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_tx_18_jacksonlee_sheila_200.jpg
253,Jefferson,William,107.0,2001.0,LA,House of Representative,2.0,Democrat,1990.0,Male,7.0,African-American,10.0,0.0,0.0,0.0,0.0,https://www.congress.gov/img/member/h_jefferson_william_20077111453421_200.jpg
254,Jeffords,James,107.0,2001.0,VT,Senate,0.0,Independent,1988.0,Male,1.0,Caucasian,38.0,14.0,12.0,2.0,0.0,https://www.congress.gov/img/member/j000072_200.jpg
255,Jenkins,William,107.0,2001.0,TN,House of Representative,1.0,Republican,1996.0,Male,9.0,Caucasian,5.0,1.0,1.0,1.0,1.0,https://www.congress.gov/img/member/j000082_200.jpg
256,John,Christopher,107.0,2001.0,LA,House of Representative,7.0,Democrat,1996.0,Male,7.0,Caucasian,6.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/j000110_200.jpg
257,Johnson,Eddie,107.0,2001.0,TX,House of Representative,30.0,Democrat,1992.0,Female,30.0,African-American,13.0,1.0,1.0,1.0,0.0,https://www.congress.gov/img/member/115_rp_tx_30_johnson_eddie_200.jpg
258,Johnson,Timothy,107.0,2001.0,IL,House of Representative,15.0,Republican,2000.0,Male,20.0,Caucasian,5.0,1.0,0.0,0.0,0.0,https://www.congress.gov/img/member/j000285_200.jpg
259,Johnson,Sam,107.0,2001.0,TX,House of Representative,3.0,Republican,1991.0,Male,30.0,Caucasian,20.0,3.0,0.0,0.0,0.0,https://www.congress.gov/img/member/115_rp_tx_3_johnson_sam_200.jpg
260,Johnson,Nancy,107.0,2001.0,CT,House of Representative,6.0,Republican,1982.0,Female,6.0,Caucasian,35.0,6.0,6.0,4.0,0.0,https://www.congress.gov/img/member/j000163_200.jpg
